data,label,hard_neg
不过，美林(MerrillLynch)分析师史蒂文·米卢诺维奇(StevenMilunovich)表示，这一“有点模棱两可的裁决”可能是静态控制公司的一个挫折，这取决于该公司如何开发其竞争产品,但美林(MerrillLynch)分析师史蒂文·米卢诺维奇(StevenMilunovich)表示，监管机构做出的“有点含糊的裁决”可能是静态控制的一个挫折，这取决于该公司如何开发其竞争产品,首席营销官监督商品购买开发公司商品销售方向基本上公司代表
猴子可以通过观看视频屏幕上手臂和它的动作的示意图来跟踪它们的进展,这只手臂被放在一个单独的房间里，但猴子们可以通过观看视频屏幕上的手臂和它的动作来跟踪它们的进展,马丁说跟踪
这引发了警方长达47小时的对峙，给成千上万的通勤者带来了不便，华盛顿市中心和弗吉尼亚州北部的交通拥堵,他的抗议导致了与警方长达47小时的对峙，造成华盛顿市中心和弗吉尼亚州北部的巨大交通堵塞,警方美国家中设置路障持枪歹徒对峙4人死亡
标准普尔500指数(Standard&Poor‘s500)上涨6.48点，至990.51点，涨幅0.7%,标准普尔500指数.SPX收涨6.48点，或0.66%，报990.51,标准普尔500指数Standard&Poor‘s500上涨15.66点1046.79点创下10月1日涨幅指数上涨22.25点
使局势更加复杂的是，在双方都在战斗的久经沙场的利比里亚人的存在,战斗在西部零星地继续进行，在那里，双方都有久经沙场的利比里亚人，这使战斗变得更加复杂,进一步加剧局势
医生们推测，人体自身的雌激素可以保护细胞免受损伤，并改善血液流动,他们的观点是基于雌激素可以防止细胞损伤和改善血液流动的推测,一群细胞
思科高管表示，他们对13亿美元的现金流和净利润的增加感到鼓舞，但希望能出现反弹,思科高管对13亿美元的现金流和净利润的增长感到鼓舞，但表示他们对经济反弹仍持“谨慎乐观”态度,希望没事
在发给“诺克斯维尔新闻哨兵”的一份电子邮件声明中，舒马克说，“我不会考虑辞职。,我不会考虑辞职，“舒马克在一份声明中说,律师发表一份声明中哈德利说诉讼感到非常高兴
当不知情的计算机用户打开包含“谢谢！”、“Re：Details”或“Re：That Movie”等常见标题的电子邮件中的文件附件时，Sobig.F会传播,当不知情的计算机用户打开包含熟悉标题(如“谢谢！”)的电子邮件中的文件附件时，病毒就会传播。和“回复：细节”,漏洞打开文档时Microsoft Visual Basic  Applications检查传递文档属性方式中
除了芯片制造商英特尔，这些公司还包括索尼公司(SonyCorp.)、微软公司(MicrosoftCorp.)、惠普公司(Hewlett-PackardCo.)、IBM公司、网关公司(Gateway Inc.)。和诺基亚公司,与芯片制造商英特尔一样，这些公司包括索尼、微软、惠普、国际商业机器公司、Gateway、诺基亚和其他公司,BAE系统公司英国国防公司
格里菲斯，一个土生土长的艾利山人，现在住在北卡罗来纳州的曼特奥海岸,格里菲斯，77岁，在Airy山长大，现在住在Manteo,海岸停靠游轮
美国大型企业联合会(ConferenceBoard)公布的美国消费者信心指数从5月份的83.6降至6月份的83.5,会议委员会表示，6月份消费者信心指数为83.5，略低于5月份修订后的83.6,美国劳工部分析师美国8月份失业率略有改善6.2%降至6.1%
他还招募其他人参与该计划，说服他们接受他为自己订购的以欺诈手段获得的商品,他还招募了其他人来接收他订购的以欺诈手段获得的商品,亚马逊还报道称纽约总检察长办公室已一名欺诈达成民事欺诈指控
作为回应，阿尔伯森斯和克罗格的拉尔夫连锁公司将他们的工人拒之门外,克罗格的拉夫斯连锁店和阿尔伯森公司立即将他们的食品杂货工人拒之门外，以示团结,俄罗斯回应乌克兰停火
奈特同意了一份为期两年、价值238万美元的合同，其中包括30万美元的签约奖金,ESPN报道称，Knight的两年期交易价值238万美元，包括30万美元的签约奖金,损害赔偿包括2 400万美元补偿性损害赔偿5 200万美元惩罚性损害赔偿
这一过程一般在妊娠中期或晚期进行,这项技术在怀孕的第二个月使用，有时在怀孕的最后三个月使用,很难高估远程过程调用RPC漏洞潜在危险
这位说唱歌手的律师马克·江恩没有回复记者的置评电话,这位27岁的说唱歌手在民事案件中的律师马克·江恩没有回复记者的置评电话,迈克尔·卡拉斯律师S记者未能德希隆请置评
还有消息称，通用汽车(GeneralMotorsGM.N)计划发行100亿美元债务，部分是为了填补其养老金计划中的一个漏洞，这也给市场带来了压力,通用汽车(GeneralMotorsGM.N)将发行100亿美元的债务，部分是为了填补其养老金计划中的一个漏洞，这一消息也给通用汽车带来了损失,克里40亿美元巴勒斯坦经济计划奏效
然而，许可收入下滑了21%，至1.076亿美元,作为衡量需求的一个关键指标，许可证销售下降了21%，至1.076亿美元,1月6月消费集团创造44.7亿美元利润200亿美元收入占花旗集团利润收入53%
该设施全面投入运行后，预计将雇用多达1 000人,该公司表示，工厂建成后将雇佣1000名员工,都漏洞运行Service Pack 34Windows 2000系统
在搜查Ragin的地址时，探员们发现了1000多张信用卡和信用卡复制机,当Ragin的地址被搜查时，当局发现了1000多张信用卡和复印机,俄罗斯飞机印度尼西亚坠毁时发现12具尸体
无线网络设备将于今年夏天在英国的音乐节上亮相,世界上第一个门户厕所很快就会在英国的夏季音乐节上推出,办公桌上三台电脑显示器设备家庭办公室
西澳一项里程碑式的研究发现，喝茶，尤其是绿茶，可以极大地降低患前列腺癌的风险,澳大利亚研究人员的一项研究发现，喝绿茶可以极大地降低男性患前列腺癌的风险,研究人员发现北极海冰每十年9%速度消失
天气预报员说，周四晚些时候，古巴可能会收到警告,周四晚些时候，可能会向古巴东部发出手表或警告,电视天气预报员弗雷德·塔尔博特因性指控被捕
新泽西州加洛韦镇安妮卡·索伦斯塔姆吸引了大批观众，米歇尔·韦获得了公众关注，但安吉拉·斯坦福获得了她的第一次LPGA胜利,安妮卡·索伦斯塔姆(Annika Sorenstam)和米歇尔·韦(MichelleWie)吸引了人群，但安吉拉·斯坦福(Angela Stanford)赢得了LPGA的第一场胜利,安妮卡·索伦斯塔姆AnnikaSorenstam本周麦当劳LPGA锦标赛上首次机会测试这一目标
这项新政策对学生的成绩、考试成绩和高中课程给予了最大的重视,学业成绩-包括成绩、考试成绩和高中课程-被列为最高优先,上周律师华纳导致新量刑听证会条件下给予宽大处理
据安全分析人士说，新版本的W32/Sobig.C-mm在周一之前已经达到了“高水平”的爆发状态,安全分析人士说，新版本的W32/Sobig.C-mm在周一下午已经达到了“高水平”的爆发状态,缅甸活动人士说放松制裁速度要慢
AFTRA成员以75.88%对24.12%的投票赞成合并,另一方面，AFTRA以高达75%的支持率批准了合并,赞成堕胎人强迫任何人堕胎
虽然非洲其他一些地区被用作恐怖组织的集结地，但马拉维以前并不是对基地组织进行调查的主要重点,虽然非洲的其他一些地区被用作基地组织的集结地，但马拉维以前并不是对该组织进行调查的主要重点,伊朗人声称抓获基地组织步骤
威尔斯的其他系列包括NBC的“ER”和“Third Watch”,威尔斯的其他剧集包括NBC的“ER”和“Third Watch”,索尼Xperia Z2诺基亚科特迪瓦X系列推出
共和党人曾承诺在8月前完成一项医疗保险(Medicare)药物计划，然后将最后期限延长至10月17日，他们仍在进行这项工作,共和党人曾承诺在8月前完成一项医疗保险(Medicare)药物计划，然后将其延长至10月17日,报纸上说2013年10月10日
布什计划星期三在约旦的亚喀巴港会见以色列总理沙龙和巴勒斯坦新总理阿巴斯,下周三，布什将在约旦亚喀巴会见以色列总理沙龙和巴勒斯坦新领导人阿巴斯,巴勒斯坦总理法耶兹辞职
“如果你通过这项法案，老大哥就会盯着你，”韦科大学的众议员约翰·马布里(John Mabry)说,“如果你通过这项法案，”韦科民主党众议员小约翰·马布里(John Mabry Jr.)对同事们说，“老大哥会盯着你的。,警方一份声明64岁牧师约翰·约翰斯顿John Johnston被控电话案件中骚扰被控持有武器
几个州和联邦政府后来通过了类似或更严格的禁令,在加州的领导下，几个州和联邦政府通过了类似或更严厉的禁令,航空公司说休斯顿飞机上类似发现
不过，他指出，迈阿密必须决定是否在6月30日之前争取下一学年的行政协调会成员资格，以遵守“大东方”的指导方针,不过，他指出，迈阿密必须决定是否在6月30日前申请成为美国空调公司的成员，以遵守“大东方”的准则,截至6月30日12月期间家庭企业安装高铁线路增加45%
“绿巨人”(The Hulk)的收入远低于上个月改编的漫威漫画(X2：X-Men United)的收入，该片首周末票房8，560万美元,“绿巨人”紧随上个月改编的漫威漫画“X战警联合”(X2：X-Men United)，首周票房8，560万美元,额外保费收入很高
争取民主变革运动呼吁罢工，迫使穆加贝要么辞职，要么谈判解决津巴布韦危机,争取民主变革运动呼吁举行为期一周的抗议活动，敦促穆加贝要么辞职，要么通过谈判解决困扰该国的危机,叙利亚人解决叙利亚危机
她只有一个条件，那就是这本书直到她死后才能出版,不过，她坚持要在她死后才发表这本书,孩子抹去后多长时间才能回到学校
但是，根据联邦的“不让一个孩子掉队”法案，各个小组的学生表现不佳，这就给该州贴上了“不让孩子掉队”的标签,但是，在种族等不同分组的学生表现不佳，将该州推上了联邦“不让一个孩子掉队法案”下的需要改进名单,孩子蹦床上跳
AirTran的官员和波音公司的一名官员昨日拒绝置评,波音公司发言人翠西·约克拒绝就这笔交易置评,米尔斯昨日拒绝置评称从未讨论人事
诉讼的名字是雪莱，一个民主党人，以及洛杉矶、奥兰治和圣地亚哥三个县的登记员,诉讼中称国务卿凯文·雪莱(KevinShelley)是民主党人，以及洛杉矶、奥兰治和圣迭戈三个县的选民登记员,前洛杉矶警署官员欧文遇害
这起案件来自伊利诺伊州，涉及一家名为“电话营销联营公司”的营利性公司,周一，案件的判决围绕伊利诺伊州的一家筹款机构电话营销协会(TelelMarketingAssociates)做出,敦促渴望这项服务美国人耐心这项服务旨在阻止约80%电话营销电话
他敦促国会“尽快把最后的法案寄给我，这样我就可以把它签署成为法律了。,他说：“我敦促国会尽快解决任何分歧，并尽快向我提交最后的法案，以便我能够将其签署成为法律。,华盛顿国会法案售价980万美元
